Time,Distance
192.8,159.71
193.2,161.99
193.4666667,156
193.5,153.01
193.5666667,157
193.6,594.72
193.6333333,156.16
193.6666667,158.62
193.7333333,167.45
193.7666667,174.65
193.8,176
193.8333333,176.41
193.8666667,165.6
193.9,167.29
193.9333333,169.06
194.0666667,160.8
194.1,155.93
194.1333333,158.53
194.1666667,156.32
194.2,158.38
194.2333333,157.54
194.2666667,159.62
194.3,155.26
194.3333333,155
194.5333333,157.29
194.5666667,159.66
194.8,157.03
194.8333333,157.01
194.8666667,158
194.9666667,160
195,161.05
195.0333333,162.05
195.0666667,161.08
195.1,161.08
195.1333333,160.01
195.1666667,159.01
195.2,158.01
195.2333333,158
195.2666667,157.01
195.3,157.03
195.3333333,157.03
195.3666667,156.05
195.4,157.08
195.4333333,156.03
195.4666667,156.01
195.5,156.01
195.5333333,157.03
195.5666667,156.03
195.6,155.01
195.6333333,157.03
195.6666667,157.05
195.9333333,154
195.9666667,153.33
196,152.84
196.0333333,152.19
196.0666667,151.33
196.1,153.58
196.1333333,153.94
196.1666667,154.03
196.3666667,155.12
196.4,155
196.4333333,155.01
196.4666667,154.01
196.5,158
196.5333333,160.01
196.5666667,160.45
196.9,161.2
196.9333333,160.08
196.9666667,160
197,157.01
197.0333333,158.03
197.0666667,159.11
197.1,158.11
197.1333333,157.46
197.1666667,153.94
197.2,1237.2
197.2333333,152.74
197.2666667,151.75
197.3,153.39
197.3333333,151.21
197.3666667,149.83
197.4,146.89
197.8666667,145.6
197.9,144.64
198.2,141.21
198.3,143.34
198.3333333,142.62
198.3666667,141.16
199.6333333,156.67
199.6666667,154.92
199.7,151.33
199.7333333,148.95
